age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3m_rate,number_of_employees,subscribed,contacted_before
47,white-collar,married,high.school,no,yes,no,cellular,apr,wed,903,2,1,failure,-1.8,93.075,-47.1,1.415,5099.1,1,no
41,self-employed,divorced,university.degree,no,no,yes,cellular,jul,thu,52,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
33,blue-collar,married,high.school,no,yes,no,cellular,may,fri,26,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,no
37,skilled-labor,single,university.degree,no,no,no,cellular,jun,tue,654,1,1,failure,-2.9,92.963,-40.8,1.262,5076.2,1,no
37,skilled-labor,married,university.degree,no,no,no,cellular,aug,thu,716,1,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,no
44,self-employed,married,professional.course,no,yes,no,telephone,nov,mon,291,3,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
23,skilled-labor,single,university.degree,no,yes,no,cellular,oct,fri,374,1,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,1,no
28,white-collar,single,high.school,no,yes,no,telephone,may,tue,42,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
59,not-working,divorced,basic.4y,no,yes,yes,cellular,jul,mon,796,1,1,success,-1.7,94.215,-40.3,0.827,4991.6,1,yes
41,self-employed,married,basic.9y,no,yes,no,telephone,jun,wed,376,7,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,no
24,not-working,single,high.school,no,yes,no,cellular,may,wed,329,1,2,success,-1.8,93.876,-40.0,0.672,5008.7,0,yes
36,blue-collar,married,high.school,no,yes,no,cellular,may,fri,154,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,no
35,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,120,6,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
25,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,thu,309,2,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
55,skilled-labor,single,professional.course,no,yes,yes,telephone,nov,fri,54,4,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
34,skilled-labor,single,professional.course,no,yes,no,cellular,mar,fri,266,1,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,1,no
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,693,2,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
33,skilled-labor,married,professional.course,no,yes,no,telephone,aug,fri,58,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
40,skilled-labor,divorced,high.school,no,no,no,cellular,may,tue,49,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,no
35,white-collar,married,high.school,no,no,no,telephone,may,mon,165,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
25,white-collar,single,high.school,no,yes,no,cellular,jul,thu,189,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
34,skilled-labor,single,professional.course,no,no,no,telephone,may,wed,27,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
33,skilled-labor,married,professional.course,no,yes,no,cellular,aug,thu,147,1,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,no
45,self-employed,married,university.degree,no,yes,yes,telephone,may,fri,515,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,no
36,white-collar,single,university.degree,no,yes,yes,cellular,may,wed,147,2,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,no
29,skilled-labor,single,high.school,no,yes,no,cellular,may,fri,122,1,2,failure,-1.8,93.876,-40.0,0.695,5008.7,0,no
33,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,532,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
45,blue-collar,married,basic.6y,no,no,no,cellular,nov,thu,834,3,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
32,skilled-labor,married,university.degree,no,yes,no,telephone,jul,wed,196,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
23,white-collar,single,university.degree,no,yes,yes,telephone,jul,mon,69,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
43,self-employed,married,basic.9y,no,no,no,telephone,jun,mon,1089,1,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,no
31,skilled-labor,single,basic.9y,no,no,no,telephone,may,fri,1044,5,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,no
32,white-collar,married,high.school,no,no,no,cellular,jul,mon,549,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
30,white-collar,single,university.degree,no,no,no,cellular,aug,wed,340,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
36,skilled-labor,single,high.school,no,no,no,cellular,may,wed,102,6,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
34,skilled-labor,married,university.degree,no,yes,yes,cellular,may,wed,253,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
51,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,thu,151,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
39,skilled-labor,married,professional.course,no,no,no,telephone,may,tue,273,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
57,white-collar,single,university.degree,no,no,no,cellular,jul,wed,341,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
34,white-collar,single,high.school,no,no,no,cellular,nov,wed,292,3,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
25,skilled-labor,married,university.degree,no,no,no,cellular,may,tue,158,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,no
34,skilled-labor,married,high.school,no,no,no,telephone,may,thu,214,4,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
36,blue-collar,single,high.school,no,yes,yes,cellular,jun,wed,342,2,1,success,-1.7,94.055,-39.8,0.739,4991.6,1,yes
39,white-collar,married,university.degree,no,no,no,telephone,may,thu,73,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
53,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,61,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
45,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,73,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
37,skilled-labor,married,professional.course,no,yes,no,telephone,jun,tue,296,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
26,white-collar,married,high.school,no,yes,yes,cellular,oct,mon,183,2,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,0,no
30,skilled-labor,single,university.degree,no,yes,yes,cellular,jul,mon,149,7,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
37,not-working,married,university.degree,no,yes,no,cellular,oct,thu,249,2,1,failure,-3.4,92.431,-26.9,0.733,5017.5,1,no
55,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,299,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
35,white-collar,married,high.school,no,yes,no,cellular,may,fri,121,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,no
50,self-employed,married,high.school,no,yes,yes,cellular,may,fri,1326,6,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,no
52,self-employed,married,basic.9y,no,yes,no,cellular,jul,mon,165,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
31,not-working,single,high.school,no,no,no,cellular,may,fri,10,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
31,not-working,single,high.school,no,yes,no,cellular,jun,thu,167,3,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,0,no
30,skilled-labor,single,professional.course,no,yes,no,cellular,aug,wed,225,4,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
44,skilled-labor,single,university.degree,no,no,yes,cellular,jul,fri,228,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
52,skilled-labor,married,high.school,no,yes,no,telephone,aug,mon,575,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
31,white-collar,single,university.degree,no,yes,no,cellular,nov,fri,36,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
40,white-collar,married,university.degree,no,yes,no,cellular,apr,mon,96,2,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,no
34,white-collar,single,university.degree,no,no,no,cellular,aug,fri,114,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
52,skilled-labor,married,basic.4y,no,yes,no,cellular,jul,fri,264,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
35,skilled-labor,divorced,professional.course,no,yes,no,cellular,may,fri,394,1,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,no
39,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,71,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
35,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,fri,212,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
28,skilled-labor,married,high.school,no,no,no,cellular,jul,tue,96,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
48,skilled-labor,divorced,professional.course,no,yes,no,cellular,nov,thu,89,1,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,no
30,skilled-labor,single,professional.course,no,yes,no,cellular,nov,thu,127,2,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,no
36,white-collar,married,university.degree,no,yes,no,cellular,oct,thu,66,1,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,no
46,white-collar,single,university.degree,no,no,yes,cellular,may,mon,11,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,no
40,blue-collar,married,basic.4y,no,yes,yes,telephone,may,fri,62,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
39,skilled-labor,married,high.school,no,yes,no,telephone,may,fri,86,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
52,white-collar,married,high.school,no,no,no,cellular,aug,wed,139,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
47,white-collar,married,basic.9y,no,yes,no,telephone,nov,fri,64,3,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
31,white-collar,single,university.degree,no,no,yes,cellular,aug,thu,173,3,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
38,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,95,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
42,white-collar,married,basic.9y,no,yes,no,telephone,may,wed,117,6,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
25,not-working,single,high.school,no,no,no,cellular,aug,tue,188,1,3,success,-1.7,94.027,-38.3,0.904,4991.6,0,yes
73,not-working,married,basic.4y,no,yes,no,cellular,sep,fri,96,2,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,0,no
53,blue-collar,married,basic.4y,no,no,yes,telephone,nov,wed,513,1,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,yes
46,skilled-labor,married,university.degree,no,no,no,cellular,may,fri,566,7,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,no
39,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,31,5,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,no
26,white-collar,single,university.degree,no,yes,no,cellular,mar,thu,119,1,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,1,no
37,skilled-labor,married,high.school,no,no,no,telephone,may,mon,108,2,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,no
48,white-collar,married,university.degree,no,no,no,cellular,aug,tue,80,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
30,white-collar,married,university.degree,no,no,yes,telephone,jun,wed,18,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,no
50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,159,5,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
30,skilled-labor,married,university.degree,no,yes,yes,cellular,aug,wed,678,4,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
54,self-employed,married,basic.9y,no,no,yes,telephone,jun,fri,249,6,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,no
58,white-collar,married,high.school,no,yes,no,cellular,jul,fri,318,4,1,failure,-2.9,92.469,-33.6,1.059,5076.2,0,no
48,white-collar,married,university.degree,no,yes,no,telephone,may,mon,121,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
35,self-employed,married,high.school,no,yes,no,cellular,may,mon,508,3,2,failure,-1.8,92.893,-46.2,1.299,5099.1,0,no
31,skilled-labor,single,university.degree,no,yes,no,cellular,may,fri,1313,7,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,no
34,skilled-labor,married,high.school,no,no,no,telephone,may,thu,285,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
32,skilled-labor,married,high.school,no,no,no,cellular,apr,fri,65,1,1,failure,-1.8,93.075,-47.1,1.479,5099.1,0,no
34,skilled-labor,married,professional.course,no,yes,no,telephone,may,thu,24,1,0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7,0,no
41,white-collar,married,university.degree,no,no,no,cellular,aug,tue,766,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,no
45,blue-collar,single,high.school,no,yes,no,cellular,may,fri,146,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
45,skilled-labor,married,university.degree,no,yes,yes,telephone,may,mon,292,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
37,white-collar,married,university.degree,no,no,no,telephone,may,fri,51,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
19,not-working,single,basic.9y,no,yes,no,telephone,aug,mon,85,2,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,no
56,skilled-labor,married,high.school,no,no,no,telephone,nov,mon,92,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
34,white-collar,married,university.degree,no,yes,no,cellular,aug,thu,140,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
68,not-working,divorced,professional.course,no,yes,no,cellular,oct,tue,418,2,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,no
53,white-collar,divorced,university.degree,no,yes,no,cellular,jun,mon,348,6,2,failure,-1.7,94.055,-39.8,0.754,4991.6,0,no
45,white-collar,single,university.degree,no,no,no,cellular,may,fri,582,1,1,success,-1.8,92.893,-46.2,1.259,5099.1,1,yes
36,white-collar,divorced,high.school,no,no,no,cellular,nov,wed,424,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
39,white-collar,single,high.school,no,yes,no,cellular,apr,fri,341,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
40,white-collar,married,university.degree,no,no,yes,cellular,aug,tue,445,3,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
33,skilled-labor,single,professional.course,no,yes,no,telephone,jun,tue,66,4,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
38,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,75,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,no
46,white-collar,married,basic.9y,no,no,no,cellular,aug,thu,73,6,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
32,skilled-labor,married,professional.course,no,yes,no,cellular,may,tue,81,9,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,no
34,white-collar,divorced,university.degree,no,no,no,cellular,aug,wed,105,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
53,not-working,divorced,professional.course,no,no,no,cellular,aug,mon,119,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
36,skilled-labor,married,basic.9y,no,yes,yes,cellular,apr,mon,7,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
31,white-collar,divorced,university.degree,no,yes,no,cellular,aug,wed,77,6,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
29,white-collar,single,university.degree,no,no,yes,cellular,aug,wed,447,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
31,not-working,divorced,basic.4y,no,yes,no,telephone,jun,wed,48,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,no
34,skilled-labor,single,professional.course,no,yes,no,cellular,may,mon,240,6,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
35,white-collar,married,professional.course,no,yes,no,cellular,may,mon,76,2,1,success,-1.8,92.893,-46.2,1.354,5099.1,0,yes
35,white-collar,married,university.degree,no,yes,no,cellular,oct,thu,126,2,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,no
22,skilled-labor,single,professional.course,no,yes,no,cellular,sep,thu,84,1,2,failure,-1.1,94.199,-37.5,0.878,4963.6,0,no
41,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,371,2,1,failure,-1.1,94.767,-50.8,1.039,4963.6,0,no
33,white-collar,single,university.degree,no,yes,yes,cellular,may,thu,589,2,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,no
45,skilled-labor,married,professional.course,no,no,no,cellular,oct,thu,504,1,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,yes
51,skilled-labor,married,professional.course,no,yes,no,telephone,may,wed,113,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,190,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
27,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,1508,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,no
34,white-collar,married,university.degree,no,yes,no,cellular,aug,tue,360,1,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0,no
31,self-employed,married,university.degree,no,no,no,cellular,jul,thu,245,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
35,skilled-labor,married,basic.9y,no,no,no,cellular,nov,tue,281,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
53,white-collar,married,basic.9y,no,no,no,telephone,may,fri,121,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
45,self-employed,married,university.degree,no,yes,no,telephone,jun,thu,870,11,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,no
39,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,494,3,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
37,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,412,4,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
50,self-employed,married,basic.9y,no,yes,no,cellular,nov,tue,241,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,no
35,skilled-labor,married,professional.course,no,yes,no,cellular,may,thu,16,6,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,no
26,skilled-labor,single,high.school,no,yes,no,telephone,jul,fri,200,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
32,white-collar,single,university.degree,no,no,no,cellular,nov,thu,40,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
24,skilled-labor,single,high.school,no,no,no,cellular,may,thu,47,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,no
33,skilled-labor,single,professional.course,no,no,no,cellular,aug,thu,64,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
28,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,282,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
30,skilled-labor,single,university.degree,no,yes,yes,cellular,jul,mon,126,4,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
39,white-collar,married,university.degree,no,no,no,cellular,nov,tue,123,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
44,self-employed,single,professional.course,no,no,no,cellular,may,mon,230,6,1,success,-1.8,92.893,-46.2,1.354,5099.1,0,yes
57,not-working,married,university.degree,no,no,no,telephone,may,tue,116,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
51,not-working,married,university.degree,no,yes,yes,telephone,may,tue,235,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
38,self-employed,married,basic.4y,no,no,no,telephone,jun,mon,822,1,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,108,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
38,skilled-labor,married,professional.course,no,no,no,telephone,may,thu,436,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,180,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
47,skilled-labor,divorced,high.school,no,yes,no,cellular,nov,mon,182,1,1,failure,-3.4,92.649,-30.1,0.722,5017.5,1,no
50,self-employed,married,high.school,no,yes,no,cellular,may,mon,172,3,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,no
36,white-collar,single,university.degree,no,no,no,telephone,may,thu,792,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,no
47,skilled-labor,married,professional.course,no,yes,no,cellular,jul,fri,352,5,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
28,white-collar,single,university.degree,no,yes,no,cellular,jun,fri,188,1,1,failure,-2.9,92.963,-40.8,1.268,5076.2,0,no
35,skilled-labor,single,university.degree,no,yes,no,cellular,aug,fri,974,4,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,no
42,skilled-labor,married,professional.course,no,yes,yes,cellular,nov,wed,120,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
36,skilled-labor,single,university.degree,no,no,no,cellular,aug,wed,208,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
29,self-employed,married,high.school,no,no,no,telephone,jun,mon,238,6,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
55,white-collar,married,high.school,no,no,no,telephone,oct,mon,317,2,3,success,-1.1,94.601,-49.5,0.977,4963.6,0,yes
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,180,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,no
43,white-collar,single,university.degree,no,yes,no,cellular,aug,tue,837,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,no
28,not-working,married,basic.9y,no,yes,no,cellular,may,fri,349,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,no
34,skilled-labor,married,high.school,no,no,no,cellular,jul,wed,235,11,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
52,white-collar,divorced,basic.9y,no,no,yes,cellular,may,mon,639,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,no
29,skilled-labor,single,high.school,no,yes,no,cellular,nov,wed,402,1,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,no
40,white-collar,single,university.degree,no,no,no,cellular,apr,mon,140,4,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,no
39,white-collar,single,high.school,no,yes,no,telephone,jul,mon,215,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
59,skilled-labor,married,university.degree,no,no,no,cellular,oct,mon,268,1,1,failure,-3.4,92.431,-26.9,0.743,5017.5,0,no
38,skilled-labor,single,high.school,no,no,no,cellular,apr,fri,161,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,no
